SOURCE_REPORTING_UNIT_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,OWNER_DESCR,STATE,COUNTY
Sequoia National Forest,2006,2453914.5,179,1735.0,1,Lightning,2453916.5,181.0,900.0,USFS,CA,107.0
Sequoia National Forest,2006,2453935.5,200,1127.0,1,Lightning,2453937.5,202.0,1830.0,USFS,CA,29.0
Sequoia National Forest,2006,2453937.5,202,1630.0,1,Lightning,2453946.5,211.0,1700.0,USFS,CA,107.0
Sequoia National Forest,2006,2453937.5,202,1737.0,1,Lightning,2453948.5,213.0,1145.0,USFS,CA,107.0
Sequoia National Forest,2006,2453939.5,204,745.0,1,Lightning,2453944.5,209.0,1530.0,USFS,CA,107.0
Sequoia National Forest,2006,2453940.5,205,1815.0,1,Lightning,2453953.5,218.0,1700.0,USFS,CA,107.0
Sequoia National Forest,2006,2453942.5,207,30.0,1,Lightning,2453945.5,210.0,1450.0,USFS,CA,107.0
Sequoia National Forest,2006,2453944.5,209,1453.0,1,Lightning,2453947.5,212.0,1800.0,USFS,CA,107.0
Los Padres National Forest,2006,2453905.5,170,1322.0,9,Miscellaneous,2453936.5,201.0,1800.0,MISSING/NOT SPECIFIED,CA,83.0
Mendocino National Forest,2006,2453941.5,206,827.0,1,Lightning,2453956.5,221.0,1800.0,USFS,CA,103.0
Plumas National Forest,2006,2453912.5,177,602.0,1,Lightning,2453928.5,193.0,1800.0,USFS,CA,63.0
Los Padres National Forest,2006,2453939.5,204,1335.0,1,Lightning,2453948.5,213.0,1800.0,USFS,CA,29.0
Shasta-Trinity National Forest,2006,2453941.5,206,1203.0,1,Lightning,2453945.5,210.0,1800.0,USFS,CA,93.0
Plumas National Forest,2006,2453911.5,176,2330.0,1,Lightning,2453928.5,193.0,1800.0,USFS,CA,63.0
Modoc National Forest,2006,2453954.5,219,1353.0,1,Lightning,2453959.5,224.0,1612.0,USFS,CA,49.0
Modoc National Forest,2006,2453954.5,219,1600.0,1,Lightning,2453962.5,227.0,1320.0,USFS,CA,49.0
Six Rivers National Forest,2006,2453941.5,206,856.0,1,Lightning,2453959.5,224.0,1800.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453980.5,245,950.0,9,Miscellaneous,2454018.5,283.0,1800.0,USFS,CA,105.0
Humboldt-Toiyabe National Forest,2006,2454029.5,294,1827.0,1,Lightning,2454031.5,296.0,1110.0,USFS,CA,91.0
Modoc National Forest,2006,2453954.5,219,1147.0,1,Lightning,2453956.5,221.0,1240.0,USFS,CA,49.0
Sequoia National Forest,2006,2453939.5,204,830.0,1,Lightning,2453947.5,212.0,1600.0,USFS,CA,107.0
Sierra National Forest,2006,2453936.5,201,1700.0,1,Lightning,2453992.5,257.0,600.0,USFS,CA,19.0
Modoc National Forest,2006,2453865.5,130,1030.0,1,Lightning,2454013.5,278.0,1740.0,USFS,CA,49.0
Modoc National Forest,2006,2453939.5,204,1846.0,1,Lightning,2453941.5,206.0,1520.0,USFS,CA,49.0
Sierra National Forest,2006,2453941.5,206,1516.0,1,Lightning,2453946.5,211.0,730.0,USFS,CA,39.0
Stanislaus National Forest,2006,2453978.5,243,2130.0,2,Equipment Use,2453982.5,247.0,1800.0,USFS,CA,109.0
Tahoe National Forest,2006,2453997.5,262,1435.0,9,Miscellaneous,2454001.5,266.0,1500.0,USFS,CA,57.0
Inyo National Forest,2006,2454003.5,268,1330.0,9,Miscellaneous,2454009.5,274.0,1230.0,USFS,CA,27.0
Sierra National Forest,2006,2453927.5,192,1429.0,1,Lightning,2454023.5,288.0,1200.0,USFS,CA,39.0
San Bernardino National Forest,2006,2454005.5,270,1402.0,2,Equipment Use,2454007.5,272.0,1020.0,USFS,CA,65.0
Sequoia National Forest,2006,2454024.5,289,1548.0,1,Lightning,2454026.5,291.0,1800.0,USFS,CA,29.0
Modoc National Forest,2006,2454022.5,287,1300.0,4,Campfire,2454024.5,289.0,1200.0,USFS,CA,49.0
Stanislaus National Forest,2006,2453912.5,177,1303.0,1,Lightning,2453919.5,184.0,1800.0,USFS,CA,109.0
Shasta-Trinity National Forest,2006,2453912.5,177,1630.0,1,Lightning,2453914.5,179.0,900.0,USFS,CA,89.0
Shasta-Trinity National Forest,2006,2453914.5,179,900.0,1,Lightning,2453916.5,181.0,1034.0,USFS,CA,105.0
Stanislaus National Forest,2006,2453935.5,200,1554.0,1,Lightning,2453944.5,209.0,1643.0,USFS,CA,109.0
Angeles National Forest,2006,2454001.5,266,1556.0,7,Arson,2454003.5,268.0,930.0,USFS,CA,37.0
Shasta-Trinity National Forest,2006,2453914.5,179,600.0,1,Lightning,2453916.5,181.0,1100.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453914.5,179,900.0,1,Lightning,2453917.5,182.0,1800.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453915.5,180,1400.0,1,Lightning,2453917.5,182.0,1400.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453915.5,180,1654.0,1,Lightning,2453918.5,183.0,1200.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453940.5,205,1700.0,1,Lightning,2453943.5,208.0,2100.0,USFS,CA,89.0
Shasta-Trinity National Forest,2006,2453941.5,206,1120.0,1,Lightning,2453943.5,208.0,1800.0,USFS,CA,89.0
Sierra National Forest,2006,2454037.5,302,1045.0,1,Lightning,2454054.5,319.0,1500.0,USFS,CA,19.0
Shasta-Trinity National Forest,2006,2453913.5,178,1600.0,1,Lightning,2453915.5,180.0,1800.0,STATE OR PRIVATE,CA,93.0
Shasta-Trinity National Forest,2006,2453940.5,205,1600.0,1,Lightning,2453946.5,211.0,1600.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453940.5,205,1630.0,1,Lightning,2453957.5,222.0,830.0,USFS,CA,105.0
Modoc National Forest,2006,2453953.5,218,1821.0,1,Lightning,2453958.5,223.0,2157.0,USFS,CA,49.0
Shasta-Trinity National Forest,2006,2453939.5,204,2130.0,1,Lightning,2453941.5,206.0,1856.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453940.5,205,1425.0,1,Lightning,2453943.5,208.0,930.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453954.5,219,1200.0,1,Lightning,2453956.5,221.0,1600.0,USFS,CA,89.0
Shasta-Trinity National Forest,2006,2453953.5,218,1800.0,1,Lightning,2453955.5,220.0,1600.0,USFS,CA,93.0
Shasta-Trinity National Forest,2006,2453955.5,220,1018.0,1,Lightning,2453957.5,222.0,830.0,USFS,CA,103.0
Plumas National Forest,2006,2453988.5,253,1455.0,9,Miscellaneous,2453993.5,258.0,1800.0,USFS,CA,7.0
Shasta-Trinity National Forest,2006,2453955.5,220,1315.0,1,Lightning,2453957.5,222.0,1100.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453954.5,219,1730.0,1,Lightning,2453956.5,221.0,1200.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453954.5,219,1920.0,1,Lightning,2453956.5,221.0,1055.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453939.5,204,1900.0,1,Lightning,2453943.5,208.0,2100.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453965.5,230,1450.0,9,Miscellaneous,2453971.5,236.0,1800.0,STATE OR PRIVATE,CA,105.0
Modoc National Forest,2006,2453941.5,206,1930.0,1,Lightning,2453947.5,212.0,1700.0,USFS,CA,49.0
Stanislaus National Forest,2006,2453943.5,208,1808.0,4,Campfire,2453945.5,210.0,1230.0,USFS,CA,109.0
Shasta-Trinity National Forest,2006,2453914.5,179,1720.0,1,Lightning,2453916.5,181.0,1700.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453914.5,179,600.0,1,Lightning,2453916.5,181.0,1030.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453915.5,180,1300.0,1,Lightning,2453917.5,182.0,1500.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2453939.5,204,2005.0,1,Lightning,2453946.5,211.0,1800.0,USFS,CA,105.0
Shasta-Trinity National Forest,2006,2454006.5,271,1500.0,4,Campfire,2454008.5,273.0,1700.0,USFS,CA,89.0
Shasta-Trinity National Forest,2006,2453954.5,219,916.0,1,Lightning,2453960.5,225.0,800.0,USFS,CA,89.0
Sierra National Forest,2006,2453957.5,222,1526.0,1,Lightning,2454073.5,338.0,1100.0,USFS,CA,19.0
San Bernardino National Forest,2006,2454034.5,299,122.0,7,Arson,2454038.5,303.0,1800.0,MISSING/NOT SPECIFIED,CA,65.0
Sierra National Forest,2006,2454018.5,283,1821.0,1,Lightning,2454020.5,285.0,1318.0,USFS,CA,39.0
San Bernardino National Forest,2006,2453923.5,188,1943.0,1,Lightning,2453926.5,191.0,800.0,USFS,CA,71.0
Sequoia National Forest,2006,2453925.5,190,2005.0,1,Lightning,2454080.5,345.0,1300.0,USFS,CA,107.0
Sequoia National Forest,2006,2453925.5,190,2005.0,1,Lightning,2454080.5,345.0,1300.0,USFS,CA,107.0
Sequoia National Forest,2006,2453943.5,208,800.0,1,Lightning,2453945.5,210.0,1330.0,USFS,CA,107.0
Sequoia National Forest,2006,2453943.5,208,1300.0,1,Lightning,2454007.5,272.0,1330.0,USFS,CA,107.0
San Bernardino National Forest,2006,2453925.5,190,833.0,1,Lightning,2453987.5,252.0,1800.0,USFS,CA,71.0
San Bernardino National Forest,2006,2453976.5,241,1500.0,9,Miscellaneous,2453982.5,247.0,1800.0,USFS,CA,71.0
San Bernardino National Forest,2006,2453983.5,248,1605.0,2,Equipment Use,2453985.5,250.0,1800.0,USFS,CA,71.0
Sequoia National Forest,2006,2454028.5,293,1300.0,1,Lightning,2454047.5,312.0,1200.0,USFS,CA,107.0
Sequoia National Forest,2006,2454023.5,288,1045.0,1,Lightning,2454074.5,339.0,1200.0,USFS,CA,29.0
Inyo National Forest,2006,2454095.5,360,1745.0,9,Miscellaneous,2454099.5,364.0,1800.0,USFS,CA,27.0
San Bernardino National Forest,2006,2453938.5,203,1100.0,1,Lightning,2453941.5,206.0,1200.0,USFS,CA,71.0
Angeles National Forest,2007,2454124.5,24,2310.0,9,Miscellaneous,2454126.5,26.0,1800.0,USFS,CA,37.0
Angeles National Forest,2007,2454114.5,14,1146.0,4,Campfire,2454116.5,16.0,1630.0,USFS,CA,37.0
Shasta-Trinity National Forest,2007,2454123.5,23,1030.0,7,Arson,2454125.5,25.0,900.0,USFS,CA,105.0
Sequoia National Forest,2007,2454165.5,65,309.0,4,Campfire,2454226.5,126.0,335.0,USFS,CA,29.0
Los Padres National Forest,2007,2454235.5,135,2050.0,9,Miscellaneous,2454237.5,137.0,1530.0,USFS,CA,53.0
Los Padres National Forest,2007,2454248.5,148,217.0,9,Miscellaneous,2454250.5,150.0,1800.0,USFS,CA,53.0
Los Padres National Forest,2007,2454248.5,148,845.0,9,Miscellaneous,2454250.5,150.0,1800.0,USFS,CA,53.0
Lassen National Forest,2007,2454238.5,138,2200.0,5,Debris Burning,2454240.5,140.0,920.0,USFS,CA,35.0
Humboldt-Toiyabe National Forest,2007,2454274.5,174,300.0,9,Miscellaneous,2454277.5,177.0,1800.0,STATE OR PRIVATE,CA,3.0
Shasta-Trinity National Forest,2007,2454229.5,129,2230.0,1,Lightning,2454231.5,131.0,900.0,USFS,CA,105.0
Shasta-Trinity National Forest,2007,2454287.5,187,1700.0,1,Lightning,2454289.5,189.0,915.0,USFS,CA,103.0
Lassen National Forest,2007,2454291.5,191,1700.0,1,Lightning,2454293.5,193.0,800.0,USFS,CA,93.0
Klamath National Forest,2007,2454292.5,192,600.0,1,Lightning,2454296.5,196.0,1800.0,USFS,CA,93.0
Klamath National Forest,2007,2454287.5,187,1800.0,1,Lightning,2454289.5,189.0,900.0,USFS,CA,93.0
Plumas National Forest,2007,2454291.5,191,2026.0,1,Lightning,2454296.5,196.0,1500.0,USFS,CA,63.0
Plumas National Forest,2007,2454291.5,191,2035.0,1,Lightning,2454293.5,193.0,1500.0,USFS,CA,63.0
Plumas National Forest,2007,2454292.5,192,1725.0,1,Lightning,2454296.5,196.0,1300.0,USFS,CA,63.0
Sierra National Forest,2007,2454199.5,99,1534.0,1,Lightning,2454245.5,145.0,1212.0,USFS,CA,19.0
Humboldt-Toiyabe National Forest,2007,2454304.5,204,1630.0,1,Lightning,2454306.5,206.0,1500.0,USFS,CA,3.0
Sierra National Forest,2007,2454292.5,192,1855.0,4,Campfire,2454299.5,199.0,1600.0,USFS,CA,19.0
Los Padres National Forest,2007,2454302.5,202,1109.0,2,Equipment Use,2454305.5,205.0,2200.0,MISSING/NOT SPECIFIED,CA,29.0
Klamath National Forest,2007,2454287.5,187,2100.0,1,Lightning,2454295.5,195.0,1000.0,USFS,CA,93.0
Sequoia National Forest,2007,2454310.5,210,1446.0,9,Miscellaneous,2454314.5,214.0,1900.0,USFS,CA,29.0
San Bernardino National Forest,2007,2454193.5,93,1048.0,4,Campfire,2454203.5,103.0,1700.0,USFS,CA,71.0
Sequoia National Forest,2007,2454233.5,133,1407.0,9,Miscellaneous,2454236.5,136.0,1900.0,USFS,CA,29.0
Humboldt-Toiyabe National Forest,2007,2454241.5,141,1317.0,7,Arson,2454246.5,146.0,1800.0,STATE OR PRIVATE,CA,91.0
Lassen National Forest,2007,2454322.5,222,1419.0,7,Arson,2454331.5,231.0,1800.0,USFS,CA,103.0
Klamath National Forest,2007,2454291.5,191,1230.0,1,Lightning,2454293.5,193.0,1100.0,USFS,CA,93.0
Inyo National Forest,2007,2454287.5,187,1237.0,1,Lightning,2454292.5,192.0,600.0,USFS,CA,27.0
Sierra National Forest,2007,2454319.5,219,1850.0,4,Campfire,2454321.5,221.0,1131.0,USFS,CA,19.0
Tahoe National Forest,2007,2454291.5,191,1600.0,1,Lightning,2454293.5,193.0,1450.0,USFS,CA,91.0
Tahoe National Forest,2007,2454291.5,191,2100.0,1,Lightning,2454293.5,193.0,1000.0,USFS,CA,91.0
Six Rivers National Forest,2007,2454292.5,192,1000.0,1,Lightning,2454294.5,194.0,1800.0,USFS,CA,15.0
Sequoia National Forest,2007,2454254.5,154,1131.0,9,Miscellaneous,2454267.5,167.0,1700.0,USFS,CA,29.0
Klamath National Forest,2007,2454292.5,192,1230.0,1,Lightning,2454330.5,230.0,2359.0,USFS,CA,93.0
Los Padres National Forest,2007,2454342.5,242,1330.0,1,Lightning,2454345.5,245.0,1200.0,OTHER FEDERAL,CA,53.0
Sierra National Forest,2007,2454343.5,243,1739.0,1,Lightning,2454345.5,245.0,830.0,USFS,CA,19.0
Tahoe National Forest,2007,2454291.5,191,1440.0,1,Lightning,2454293.5,193.0,1400.0,USFS,CA,91.0
Tahoe National Forest,2007,2454291.5,191,1840.0,1,Lightning,2454293.5,193.0,1400.0,USFS,CA,91.0
Plumas National Forest,2007,2454346.5,246,1424.0,2,Equipment Use,2454368.5,268.0,600.0,STATE OR PRIVATE,CA,63.0
Plumas National Forest,2007,2454286.5,186,1804.0,1,Lightning,2454302.5,202.0,1800.0,USFS,CA,63.0
Humboldt-Toiyabe National Forest,2007,2454291.5,191,1618.0,1,Lightning,2454296.5,196.0,1800.0,STATE OR PRIVATE,CA,91.0
Sierra National Forest,2007,2454339.5,239,1831.0,1,Lightning,2454341.5,241.0,1700.0,USFS,CA,39.0
Sierra National Forest,2007,2454338.5,238,1514.0,1,Lightning,2454340.5,240.0,1800.0,USFS,CA,39.0
Klamath National Forest,2007,2454341.5,241,1810.0,1,Lightning,2454347.5,247.0,1330.0,USFS,CA,93.0
Sierra National Forest,2007,2454330.5,230,1845.0,4,Campfire,2454332.5,232.0,2000.0,USFS,CA,39.0
Klamath National Forest,2007,2454253.5,153,1000.0,1,Lightning,2454315.5,215.0,1500.0,USFS,CA,93.0
Klamath National Forest,2007,2454312.5,212,1640.0,7,Arson,2454314.5,214.0,1500.0,USFS,CA,93.0
Klamath National Forest,2007,2454341.5,241,1849.0,1,Lightning,2454347.5,247.0,1815.0,USFS,CA,93.0
Klamath National Forest,2007,2454354.5,254,800.0,1,Lightning,2454370.5,270.0,1559.0,USFS,CA,93.0
Tahoe National Forest,2007,2454298.5,198,1543.0,1,Lightning,2454302.5,202.0,1700.0,USFS,CA,61.0
Klamath National Forest,2007,2454292.5,192,1700.0,1,Lightning,2454294.5,194.0,2000.0,USFS,CA,93.0
Klamath National Forest,2007,2454291.5,191,1700.0,1,Lightning,2454293.5,193.0,2100.0,USFS,CA,93.0
Klamath National Forest,2007,2454292.5,192,900.0,1,Lightning,2454440.5,340.0,1800.0,USFS,CA,93.0
Sequoia National Forest,2007,2454339.5,239,1630.0,1,Lightning,2454345.5,245.0,1600.0,USFS,CA,107.0
Mendocino National Forest,2007,2454341.5,241,1635.0,1,Lightning,2454344.5,244.0,923.0,USFS,CA,105.0
Mendocino National Forest,2007,2454341.5,241,1630.0,1,Lightning,2454343.5,243.0,1600.0,USFS,CA,103.0
Mendocino National Forest,2007,2454341.5,241,1625.0,1,Lightning,2454343.5,243.0,1608.0,USFS,CA,105.0
Mendocino National Forest,2007,2454341.5,241,2000.0,1,Lightning,2454345.5,245.0,812.0,USFS,CA,105.0
Klamath National Forest,2007,2454292.5,192,930.0,1,Lightning,2454440.5,340.0,1800.0,USFS,CA,93.0
Mendocino National Forest,2007,2454341.5,241,1645.0,1,Lightning,2454345.5,245.0,800.0,USFS,CA,105.0
Modoc National Forest,2007,2454342.5,242,1555.0,1,Lightning,2454354.5,254.0,1350.0,USFS,CA,49.0
Mendocino National Forest,2007,2454340.5,240,1555.0,1,Lightning,2454349.5,249.0,1200.0,MISSING/NOT SPECIFIED,CA,105.0
Mendocino National Forest,2007,2454341.5,241,1636.0,1,Lightning,2454345.5,245.0,2000.0,USFS,CA,105.0
Mendocino National Forest,2007,2454342.5,242,1230.0,1,Lightning,2454345.5,245.0,1053.0,USFS,CA,105.0
Modoc National Forest,2007,2454293.5,193,1123.0,1,Lightning,2454296.5,196.0,1516.0,USFS,CA,49.0
Modoc National Forest,2007,2454287.5,187,2010.0,1,Lightning,2454291.5,191.0,800.0,USFS,CA,49.0
Modoc National Forest,2007,2454287.5,187,1927.0,1,Lightning,2454291.5,191.0,800.0,USFS,CA,49.0
Modoc National Forest,2007,2454287.5,187,1842.0,1,Lightning,2454306.5,206.0,1430.0,USFS,CA,49.0
Modoc National Forest,2007,2454287.5,187,1730.0,1,Lightning,2454290.5,190.0,1647.0,USFS,CA,49.0
Stanislaus National Forest,2007,2454340.5,240,1719.0,1,Lightning,2454370.5,270.0,1708.0,USFS,CA,9.0
Six Rivers National Forest,2007,2454292.5,192,900.0,1,Lightning,2454295.5,195.0,1800.0,USFS,CA,15.0
Six Rivers National Forest,2007,2454292.5,192,100.0,1,Lightning,2454294.5,194.0,1800.0,USFS,CA,15.0
Cleveland National Forest,2007,2454355.5,255,1233.0,4,Campfire,2454375.5,275.0,1800.0,USFS,CA,73.0
Shasta-Trinity National Forest,2007,2454341.5,241,1530.0,1,Lightning,2454343.5,243.0,1400.0,USFS,CA,105.0
Modoc National Forest,2007,2454291.5,191,2004.0,1,Lightning,2454297.5,197.0,1132.0,USFS,CA,49.0
Lake Tahoe Basin Management Unit,2007,2454275.5,175,1350.0,4,Campfire,2454301.5,201.0,1800.0,USFS,CA,17.0
Tahoe National Forest,2007,2454274.5,174,1603.0,5,Debris Burning,2454279.5,179.0,1200.0,USFS,CA,91.0
Lake Tahoe Basin Management Unit,2007,2454292.5,192,900.0,1,Lightning,2454296.5,196.0,1800.0,USFS,CA,17.0
Modoc National Forest,2007,2454253.5,153,1625.0,1,Lightning,2454255.5,155.0,1130.0,USFS,CA,49.0
Modoc National Forest,2007,2454291.5,191,1920.0,1,Lightning,2454301.5,201.0,1340.0,USFS,CA,49.0
Modoc National Forest,2007,2454293.5,193,1642.0,1,Lightning,2454296.5,196.0,930.0,USFS,CA,49.0
Modoc National Forest,2007,2454291.5,191,1821.0,1,Lightning,2454298.5,198.0,951.0,USFS,CA,49.0
Klamath National Forest,2007,2454341.5,241,1850.0,1,Lightning,2454351.5,251.0,1800.0,USFS,CA,93.0
Modoc National Forest,2007,2454295.5,195,1751.0,1,Lightning,2454298.5,198.0,1300.0,USFS,CA,49.0
Modoc National Forest,2007,2454291.5,191,1949.0,1,Lightning,2454296.5,196.0,1755.0,USFS,CA,49.0
Modoc National Forest,2007,2454170.5,70,1500.0,4,Campfire,2454172.5,72.0,1450.0,USFS,CA,49.0
Sierra National Forest,2007,2454338.5,238,1500.0,1,Lightning,2454340.5,240.0,1700.0,USFS,CA,39.0
Sierra National Forest,2007,2454338.5,238,1044.0,1,Lightning,2454340.5,240.0,1800.0,USFS,CA,39.0
Eldorado National Forest,2007,2454313.5,213,1140.0,4,Campfire,2454316.5,216.0,1601.0,USFS,CA,5.0
Modoc National Forest,2007,2454287.5,187,1748.0,1,Lightning,2454290.5,190.0,1817.0,USFS,CA,49.0
Modoc National Forest,2007,2454291.5,191,1401.0,1,Lightning,2454294.5,194.0,1839.0,USFS,CA,49.0
Inyo National Forest,2007,2454305.5,205,1654.0,1,Lightning,2454319.5,219.0,1654.0,USFS,CA,39.0
Modoc National Forest,2007,2454251.5,151,1936.0,1,Lightning,2454262.5,162.0,1523.0,USFS,CA,49.0
Inyo National Forest,2007,2454380.5,280,1650.0,1,Lightning,2454385.5,285.0,1215.0,USFS,CA,39.0
Stanislaus National Forest,2007,2454313.5,213,1347.0,4,Campfire,2454333.5,233.0,802.0,USFS,CA,109.0
Modoc National Forest,2007,2454292.5,192,1130.0,1,Lightning,2454294.5,194.0,1700.0,USFS,CA,49.0
Modoc National Forest,2007,2454290.5,190,1918.0,1,Lightning,2454299.5,199.0,1050.0,USFS,CA,49.0
Modoc National Forest,2007,2454291.5,191,1544.0,1,Lightning,2454305.5,205.0,1259.0,USFS,CA,49.0
Modoc National Forest,2007,2454291.5,191,2000.0,1,Lightning,2454299.5,199.0,1200.0,USFS,CA,49.0
Tahoe National Forest,2007,2454338.5,238,2309.0,9,Miscellaneous,2454340.5,240.0,1648.0,STATE OR PRIVATE,CA,61.0
Modoc National Forest,2007,2454252.5,152,1300.0,1,Lightning,2454262.5,162.0,1227.0,USFS,CA,49.0
Tahoe National Forest,2007,2454353.5,253,1616.0,4,Campfire,2454355.5,255.0,1505.0,USFS,CA,57.0
Modoc National Forest,2007,2454251.5,151,1934.0,1,Lightning,2454280.5,180.0,1136.0,USFS,CA,49.0
Modoc National Forest,2007,2454253.5,153,1622.0,1,Lightning,2454276.5,176.0,1020.0,USFS,CA,49.0
Modoc National Forest,2007,2454389.5,289,1430.0,1,Lightning,2454391.5,291.0,1124.0,USFS,CA,49.0
Modoc National Forest,2007,2454291.5,191,1851.0,1,Lightning,2454296.5,196.0,1803.0,USFS,CA,49.0
Modoc National Forest,2007,2454347.5,247,1530.0,1,Lightning,2454350.5,250.0,1126.0,USFS,CA,49.0
Modoc National Forest,2007,2454347.5,247,1547.0,1,Lightning,2454350.5,250.0,1125.0,USFS,CA,49.0
Modoc National Forest,2007,2454287.5,187,1423.0,1,Lightning,2454298.5,198.0,1128.0,USFS,CA,49.0
Modoc National Forest,2007,2454296.5,196,1315.0,1,Lightning,2454316.5,216.0,1700.0,USFS,CA,49.0
Mendocino National Forest,2007,2454341.5,241,1645.0,1,Lightning,2454354.5,254.0,1426.0,USFS,CA,103.0
Eldorado National Forest,2007,2454340.5,240,1900.0,1,Lightning,2454352.5,252.0,1200.0,USFS,CA,5.0
Eldorado National Forest,2007,2454340.5,240,1700.0,1,Lightning,2454352.5,252.0,1200.0,USFS,CA,5.0
Eldorado National Forest,2007,2454340.5,240,1700.0,1,Lightning,2454352.5,252.0,1200.0,USFS,CA,3.0
Angeles National Forest,2007,2454345.5,245,1942.0,1,Lightning,2454347.5,247.0,1958.0,USFS,CA,37.0
Plumas National Forest,2007,2454403.5,303,1514.0,1,Lightning,2454405.5,305.0,1405.0,USFS,CA,63.0
Shasta-Trinity National Forest,2007,2454343.5,243,1130.0,1,Lightning,2454345.5,245.0,1300.0,USFS,CA,105.0
Shasta-Trinity National Forest,2007,2454325.5,225,630.0,2,Equipment Use,2454361.5,261.0,800.0,USFS,CA,93.0
Klamath National Forest,2007,2454292.5,192,700.0,1,Lightning,2454296.5,196.0,1800.0,USFS,CA,93.0
Six Rivers National Forest,2007,2454294.5,194,1500.0,1,Lightning,2454296.5,196.0,1215.0,USFS,CA,15.0
Stanislaus National Forest,2007,2454402.5,302,1802.0,1,Lightning,2454404.5,304.0,1048.0,USFS,CA,109.0
Humboldt-Toiyabe National Forest,2007,2454403.5,303,700.0,1,Lightning,2454405.5,305.0,1413.0,USFS,CA,35.0
Stanislaus National Forest,2007,2454403.5,303,1535.0,1,Lightning,2454405.5,305.0,1153.0,USFS,CA,109.0
Sierra National Forest,2007,2454403.5,303,900.0,1,Lightning,2454407.5,307.0,1200.0,USFS,CA,43.0
Sierra National Forest,2007,2454403.5,303,1105.0,1,Lightning,2454405.5,305.0,1500.0,USFS,CA,19.0
Stanislaus National Forest,2007,2454402.5,302,1546.0,1,Lightning,2454404.5,304.0,1646.0,USFS,CA,109.0
Klamath National Forest,2007,2454295.5,195,2000.0,1,Lightning,2454297.5,197.0,1800.0,USFS,CA,93.0
Los Padres National Forest,2007,2454285.5,185,1054.0,2,Equipment Use,2454345.5,245.0,1800.0,MISSING/NOT SPECIFIED,CA,83.0
Sierra National Forest,2007,2454403.5,303,1109.0,1,Lightning,2454405.5,305.0,1500.0,USFS,CA,19.0
Klamath National Forest,2007,2454291.5,191,800.0,1,Lightning,2454440.5,340.0,1800.0,USFS,CA,93.0
Stanislaus National Forest,2007,2454341.5,241,1040.0,1,Lightning,2454344.5,244.0,1750.0,USFS,CA,109.0
Stanislaus National Forest,2007,2454402.5,302,1749.0,1,Lightning,2454404.5,304.0,1520.0,USFS,CA,109.0
Cleveland National Forest,2007,2454394.5,294,2301.0,9,Miscellaneous,2454397.5,297.0,1800.0,STATE OR PRIVATE,CA,73.0
Sierra National Forest,2007,2454405.5,305,1044.0,1,Lightning,2454439.5,339.0,1430.0,USFS,CA,19.0
